# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
140500 0.855096 0.476596 0.459921 1.62877 -3.47067 -11.0298 7.80735
141000 1.56631 1.22661 1.86565 1.60667 -4.59008 -26.1866 -1.24144
141500 0.463036 1.1224 -0.701165 0.967877 2.27833 -24.5184 -6.06247
142000 0.754808 0.0601213 2.19438 0.00992156 -0.666132 7.77125 -7.34384
142500 1.36738 2.40471 -0.584264 2.28168 -0.878863 10.5188 -5.515
143000 1.19356 -0.0574274 2.67741 0.960708 -2.30841 8.21215 -4.42179
143500 1.29711 1.24739 0.575039 2.0689 -1.07857 -12.6379 -1.06339
144000 0.79125 0.85222 2.1393 -0.617774 -0.487226 -1.16139 -1.88446
144500 0.649648 1.15847 -0.208115 0.998589 -2.94094 -3.29855 -7.30214
145000 1.39745 0.339282 2.5334 1.31966 -4.73701 -10.5129 -2.93704
145500 1.42305 2.06615 0.887069 1.31592 -1.26321 -6.9363 2.98351
146000 1.31404 0.610985 1.17507 2.15608 1.1397 -4.15338 7.31816
146500 0.256918 0.828526 1.06113 -1.1189 -4.16403 7.09903 8.13097
147000 0.6037 1.01079 0.272194 0.528112 -5.14146 1.76172 7.0362
147500 1.64536 2.05567 1.27628 1.60413 -1.97864 1.52713 4.57431
148000 1.23833 -0.0349043 1.41486 2.33503 -5.07764 6.75162 -3.53339
148500 0.419174 1.53907 0.0367039 -0.318253 -2.9718 -9.85383 -13.1999
149000 1.04763 0.759158 1.8345 0.549242 -4.0362 -4.3864 -10.9106
149500 1.3155 1.31847 0.163327 2.46471 -1.89157 0.702963 -1.84901
150000 0.89683 -0.0392944 2.96968 -0.239899 -2.47194 14.4282 -2.28149
150500 0.656025 1.3582 -0.436164 1.04604 5.19813 19.5253 5.28432
151000 1.06959 0.518454 1.31297 1.37734 5.51871 5.21775 5.95831
151500 0.917432 2.39627 -0.03797 0.393996 -6.33608 -5.91312 -2.38647
152000 1.0818 -0.0548759 2.23186 1.06841 2.57919 -4.91615 7.5051
152500 1.65803 1.52501 1.43857 2.01051 -1.23166 6.6493 3.68782
153000 1.43346 2.28778 0.107515 1.9051 3.75001 5.1727 -9.92062
153500 -0.582051 -0.654841 -0.30671 -0.784601 4.16833 1.41889 -3.09895
154000 1.76175 1.68488 2.12425 1.47613 2.67825 -2.94904 4.21989
154500 0.459787 0.146846 1.45808 -0.225568 -2.44881 4.89165 2.69464
155000 1.30231 0.776351 0.796328 2.33425 1.92592 4.56433 1.42049
155500 1.25743 1.55257 1.82319 0.396524 -3.08829 -2.0462 -3.33121
156000 0.983012 1.3158 0.868008 0.765225 -4.9031 -8.67601 4.72478
156500 0.616979 0.226395 0.716226 0.908317 -2.06215 -4.79997 2.91092
157000 0.793389 0.876291 -0.244537 1.74841 -4.37513 -6.85304 -1.2099
157500 0.945021 1.51187 1.20603 0.117162 -3.809 -9.2386 -2.23397
158000 1.37786 0.512548 1.58866 2.03236 0.998339 12.265 -2.90091
158500 -0.0724809 -0.254906 -1.40875 1.44622 -0.883988 12.1442 -2.11433
159000 1.59787 2.48526 2.42872 -0.120377 1.97055 -15.8006 0.367603
159500 1.59821 1.06513 1.44986 2.27963 -1.1882 -5.43903 -9.18246
160000 0.490481 0.746342 0.152691 0.572412 0.983716 -3.64622 -3.84641
160500 1.60353 2.43324 1.70564 0.671725 -3.64949 1.47256 -3.49836
161000 0.729671 0.0915885 0.903429 1.194 -7.25517 18.0215 -7.9895
161500 0.672793 0.546971 1.04049 0.430919 5.03503 11.6321 -3.96044
162000 1.3884 1.6007 1.69713 0.867388 0.645113 -1.70992 -3.39286
162500 0.772136 0.532529 0.435533 1.34835 -0.984488 -14.0761 1.38348
163000 0.842468 -0.445737 1.91676 1.05638 0.294345 -0.0883535 2.09442
163500 1.58007 2.11424 0.681375 1.94459 0.850639 10.1883 6.24159
164000 1.80853 2.62666 0.390199 2.40872 -2.20626 -0.465461 10.6097
164500 0.305899 0.466586 0.353809 0.0973018 -3.6059 -13.2614 -2.98019
165000 0.190593 -0.693966 1.20926 0.0564868 -2.83054 13.1163 -1.31021
165500 1.5169 1.8039 2.00821 0.738595 -5.06911 3.96987 -9.05944
166000 0.91966 0.993875 0.399191 1.36591 -0.0237904 -2.46798 -3.77941
166500 1.54748 1.8452 1.27846 1.51877 -5.63161 25.6728 -4.48384
167000 0.408842 0.0666643 1.15161 0.00825109 -9.04545 4.47413 4.10766
167500 1.30581 1.83238 0.332526 1.75252 -9.66662 -7.28773 5.019
168000 1.3835 2.21989 1.50949 0.421102 2.20857 -2.20047 16.5763
168500 0.525605 -0.511036 1.80956 0.278294 -4.64836 8.44776 9.30019
169000 2.1189 2.73632 1.25931 2.36106 -0.0969514 -10.9398 8.5571
169500 0.0574063 -0.369589 -0.845014 1.38682 -0.688008 1.55709 5.59968
