# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
138000 301.935 149.933 219.631 9.94272e+06
138500 301.927 149.912 219.703 9.9443e+06
139000 302.007 149.906 219.68 9.94549e+06
139500 301.922 149.882 219.687 9.94149e+06
140000 301.912 149.904 219.719 9.94399e+06
140500 301.915 149.867 219.696 9.94059e+06
141000 302.17 149.901 219.601 9.94696e+06
141500 301.901 149.882 219.648 9.93894e+06
142000 301.883 149.803 219.817 9.9408e+06
142500 301.889 149.851 219.745 9.94093e+06
143000 302.01 149.835 219.579 9.93629e+06
143500 302.014 149.948 219.411 9.93637e+06
144000 302.2 149.815 219.47 9.93631e+06
144500 302.106 149.805 219.639 9.94016e+06
145000 302.008 149.878 219.632 9.94152e+06
145500 302.065 149.912 219.604 9.94439e+06
146000 301.919 149.861 219.724 9.94161e+06
146500 301.838 149.932 219.658 9.9407e+06
147000 301.941 149.876 219.699 9.94216e+06
147500 301.911 149.839 219.844 9.94532e+06
148000 301.572 149.853 219.962 9.94043e+06
148500 301.874 149.853 219.809 9.94345e+06
149000 302.046 149.813 219.672 9.94024e+06
149500 301.947 149.87 219.557 9.93558e+06
150000 302.015 149.875 219.578 9.93909e+06
150500 302.02 149.792 219.664 9.93762e+06
151000 302.159 149.858 219.453 9.93701e+06
151500 302.129 149.951 219.379 9.93886e+06
152000 302.205 149.947 219.45 9.94428e+06
152500 302.04 149.838 219.732 9.9444e+06
153000 301.924 149.781 219.834 9.94146e+06
153500 301.958 149.809 219.772 9.94166e+06
154000 302.063 149.829 219.634 9.94014e+06
154500 302.089 149.885 219.579 9.94223e+06
155000 301.991 149.828 219.656 9.93866e+06
155500 302.095 149.884 219.61 9.94377e+06
156000 301.959 149.854 219.645 9.93888e+06
156500 301.958 149.835 219.701 9.94015e+06
157000 302.018 149.806 219.678 9.93912e+06
157500 301.903 149.788 219.792 9.93931e+06
158000 301.713 149.798 220.01 9.9436e+06
158500 301.76 149.792 219.932 9.94116e+06
159000 302.009 149.903 219.547 9.93935e+06
159500 301.949 149.904 219.58 9.93889e+06
160000 302.057 149.932 219.604 9.9454e+06
160500 302.123 149.866 219.571 9.94177e+06
161000 302.078 149.868 219.57 9.9403e+06
