# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
72000 1.78917 0.709811 3.09282 1.56487 -1.60635 7.27446 15.947
72500 0.866701 -0.589723 2.65491 0.534914 -11.1719 14.457 17.532
73000 0.290789 2.30383 -4.39349 2.96203 6.89627 -0.580492 3.41333
73500 1.77311 1.83444 5.1164 -1.63151 -4.95211 24.5706 18.5287
74000 0.14224 -1.67597 -1.20618 3.30887 -2.37795 11.9544 37.9141
74500 0.713032 1.58388 2.83534 -2.28012 -1.65177 -10.4155 41.1441
75000 2.1833 4.15948 1.39302 0.997401 -8.1992 -14.563 48.5658
75500 -0.28107 -2.55631 -1.13431 2.84741 3.02503 -7.15733 40.2024
76000 0.959573 3.18709 -0.80297 0.494595 1.47937 1.93565 55.1423
76500 1.75281 -0.662779 3.60712 2.3141 4.08632 -20.2548 43.3137
77000 -0.0467749 -0.635791 0.520393 -0.0249263 -3.87638 11.9054 36.9206
77500 2.11361 2.97245 3.36854 -0.00016051 3.27755 14.4763 32.4356
78000 -0.236242 0.031082 -1.1769 0.437093 8.29583 31.1545 39.0857
78500 1.95764 3.31504 0.458006 2.09987 -6.70193 -26.3995 47.5106
79000 1.82198 -0.511278 2.9762 3.00101 -3.07581 -1.3381 54.0402
79500 -0.961175 -0.266829 0.456546 -3.07324 -2.16925 36.8086 55.3134
80000 1.73776 3.27503 -2.40683 4.34507 -5.23322 -18.9451 44.2489
80500 1.69499 0.893082 2.92972 1.26217 1.8281 -18.7326 40.9387
81000 0.0581078 0.183707 0.303303 -0.312686 -8.81528 6.77423 28.7324
81500 1.75637 1.82805 1.68244 1.75862 2.60839 -6.6079 11.1259
82000 1.24193 1.15337 0.736492 1.83592 -3.27919 -11.0476 17.4932
82500 0.195377 0.49499 0.749335 -0.658195 -11.5399 -7.72706 8.99316
83000 0.390213 -0.540545 -0.945336 2.65652 7.39323 27.0355 30.3396
83500 2.55446 4.0263 3.93927 -0.302196 -11.0634 5.419 26.9186
84000 -0.9494 -2.17871 -0.763061 0.0935681 3.5528 24.3108 23.9917
84500 0.905388 2.63893 -0.829895 0.907133 0.828094 2.23458 22.6357
85000 2.49287 2.34611 1.64683 3.48568 0.280196 -26.4611 23.4702
85500 -0.213026 -0.968711 0.975565 -0.645932 0.238195 -23.7492 40.8407
86000 3.26631 4.49772 4.46686 0.834361 -8.2231 2.69819 44.7365
86500 -0.154837 -1.11667 -0.870194 1.52235 1.15195 13.1173 38.1013
87000 0.812822 1.32646 -0.0873547 1.19935 -5.6002 -32.9589 22.1527
87500 1.35356 -0.44521 2.86845 1.63744 -6.44696 -10.813 19.0955
88000 0.341474 1.72408 -0.834511 0.13485 -6.21838 6.45253 29.3416
88500 1.57996 1.53125 1.83612 1.37251 -1.17104 16.2027 28.9014
89000 1.50241 1.20927 1.14632 2.15163 -7.7228 -14.4548 45.1708
89500 -0.0825563 0.138838 -0.889963 0.503457 1.59736 -19.9828 64.4345
90000 1.51386 1.85063 2.56824 0.122723 -10.5925 -35.1424 48.408
90500 -0.00610832 -1.48812 1.49934 -0.0295382 7.16642 -2.97331 43.3303
91000 0.63725 -0.1842 0.523929 1.57202 1.53828 -2.21086 34.6439
91500 2.05195 1.97213 2.27009 1.91364 7.93479 29.4644 25.584
92000 0.623608 3.4289 -1.74169 0.183611 -4.03602 7.38077 29.6317
92500 2.45252 1.43632 3.48822 2.433 17.4615 25.1079 52.084
93000 -0.245233 -0.320819 -0.231877 -0.183002 7.60118 -6.69353 47.7224
93500 2.04755 1.14368 1.16914 3.82983 -6.23949 17.0934 52.7652
94000 1.02587 2.61904 -0.15463 0.613185 -23.4717 -2.90139 33.4908
94500 0.00565187 0.0431206 0.0021689 -0.0283339 -17.597 9.18914 24.9284
95000 0.609046 -0.304193 2.78206 -0.650727 -8.36268 -29.2572 39.2253
95500 1.93724 2.68888 0.466826 2.65602 -13.3218 -5.8463 31.7439
96000 -0.79015 0.452643 -0.0101771 -2.81292 -1.41638 -13.166 31.1951
96500 1.75767 1.59125 -0.0805097 3.76227 -2.61835 5.90321 26.0903
97000 2.14758 -0.729037 5.79937 1.37241 -7.90569 9.10656 31.5763
97500 1.11902 4.36641 -0.56389 -0.445476 -5.01514 5.24357 52.0639
98000 0.332049 -0.44779 -1.33186 2.7758 -9.5154 -9.11414 64.0414
98500 2.54555 1.18951 6.02828 0.418859 -9.77596 -46.2742 61.8135
99000 -0.296205 0.389243 -1.417 0.139145 -9.9939 12.9817 53.918
99500 0.466885 1.2182 0.911632 -0.729174 -10.6309 27.7209 43.8338
100000 1.89302 0.201634 1.68533 3.79209 -12.2738 0.887879 38.1319
100500 0.0692925 0.104556 1.96408 -1.86076 -6.44048 -0.728484 29.368
101000 0.452713 0.836883 -0.906435 1.42769 -8.43946 -14.4691 9.33266
101500 2.32622 3.35918 0.792642 2.82683 -9.05463 10.0713 17.9774
102000 0.363854 -2.43517 1.94897 1.57776 -3.65145 3.95385 25.2721
102500 0.730314 2.98455 -0.970202 0.176592 -5.77985 35.9078 49.9098
103000 -0.040972 -1.84511 0.542145 1.18005 -3.37595 52.9006 52.0319
103500 1.66955 4.24616 1.4529 -0.690417 -10.8774 19.6743 45.6914
104000 2.31828 2.11985 3.06652 1.76846 -4.34334 10.9449 30.2534
104500 1.45395 1.52977 -0.074496 2.90657 -14.0384 -2.25536 23.0916
105000 -0.365337 -1.74859 0.659048 -0.00646569 -6.00308 3.08434 17.0205
105500 1.43133 3.0998 -0.670036 1.86424 -10.9507 12.4406 20.8687
106000 1.03147 -0.658777 2.40764 1.34554 -1.74273 19.6593 28.7547
106500 1.67428 2.35049 0.840779 1.83157 -6.58375 24.0985 35.9083
107000 -0.281493 -1.6984 3.15001 -2.29609 -2.35404 19.0796 47.2883
107500 1.35069 3.60999 -1.41308 1.85515 0.453308 19.0725 59.6209
108000 1.01232 -0.0224822 1.57666 1.48277 -5.57103 35.9312 30.6366
108500 0.655102 1.29221 1.16768 -0.494583 -5.81946 3.90723 32.3604
109000 2.52506 2.3094 2.83428 2.43151 -0.145145 7.39575 7.00521
109500 0.871307 -0.272264 -1.41121 4.29739 -9.41342 -30.5239 18.363
110000 -1.17918 0.21944 -0.217387 -3.53959 -0.395772 -18.4341 26.6443
110500 2.05461 -0.93915 4.51055 2.59243 -1.83226 32.9265 32.8933
111000 1.99245 5.45907 -1.2012 1.71947 -13.0037 27.6256 35.8098
111500 0.332654 -1.40674 2.4339 -0.0292036 -18.6106 39.1423 41.7867
112000 1.014 1.43081 1.15163 0.459566 -20.8645 -15.2341 32.9304
112500 1.84369 2.68541 -0.437374 3.28302 -5.17992 -9.18108 37.2579
113000 0.932163 -0.812935 3.6326 -0.0231792 -9.09897 6.52256 26.8213
113500 -0.857403 -0.572397 -1.78244 -0.217377 -7.45199 14.0948 12.2986
114000 2.17615 2.58187 -0.3536 4.30018 -15.3598 14.9409 17.1198
114500 -0.619801 2.08813 1.2562 -5.20374 -1.50246 25.0125 15.5814
115000 2.44924 0.728648 2.16056 4.45849 -10.8071 19.2508 19.9782
115500 1.60609 3.9994 1.89876 -1.07989 -1.27557 20.138 19.2682
116000 0.887108 -0.176369 -0.391001 3.22869 -1.71957 14.4257 15.5322
116500 2.06082 -0.442248 3.78681 2.83791 7.93225 -3.53365 14.3914
117000 -0.966996 0.124246 -0.495799 -2.52943 -9.33769 29.0503 10.2421
117500 2.57395 2.22902 1.3803 4.11253 -2.33944 26.4675 29.4672
118000 -0.141535 0.490786 -1.13485 0.219454 -13.6424 20.1014 18.6884
118500 0.854312 -0.0664691 2.68252 -0.0531158 -6.62034 27.0786 23.5014
119000 0.917276 2.14952 -2.07686 2.67916 0.0134735 13.8518 24.6778
119500 1.92819 1.05726 2.84006 1.88724 0.391392 -11.157 21.176
120000 -0.280525 -1.82289 2.15394 -1.17263 4.18409 9.05097 9.89054
120500 0.823151 1.8999 -0.679315 1.24887 -5.62573 50.9702 14.2454
121000 1.15509 1.63276 1.23863 0.593882 -9.99403 17.2097 12.7762
121500 1.19008 1.65202 1.32273 0.595479 -4.34599 -4.12696 19.8433
122000 0.515739 -0.131693 1.42911 0.249804 -3.49157 -3.99739 26.5785
122500 1.65449 1.65355 -1.11238 4.42231 6.73011 -18.3867 14.752
123000 0.713515 0.955209 2.84943 -1.66409 -5.83737 -11.4072 17.3702
123500 2.11681 0.913327 2.98374 2.45336 4.2328 -19.9977 20.3997
124000 0.867307 3.31297 -1.15942 0.448365 -2.06197 -10.1925 34.7083
124500 0.987416 -0.582754 1.08726 2.45774 -2.60097 39.7742 25.1675
