# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
120500 0.92737 -0.13926 1.39675 1.52462 7.06968 2.28238 0.285721
121000 1.58332 1.50739 1.47732 1.76524 2.18738 7.53035 2.51613
121500 0.593704 1.08797 1.5213 -0.828155 0.382936 12.0915 3.61626
122000 0.999512 1.52646 0.181174 1.2909 4.10227 6.94958 -4.41885
122500 0.776307 -0.000206881 1.27638 1.05275 0.966053 6.9931 -1.67961
123000 0.78316 1.31639 0.672122 0.360966 -2.30837 -2.66641 -2.3614
123500 1.48712 1.3618 -0.00255807 3.10213 3.77741 -6.64698 -0.533882
124000 0.799716 0.518812 2.0288 -0.148459 -1.61858 -10.4009 -1.3171
124500 0.762505 0.659598 0.844658 0.783258 -2.68955 -11.0292 -2.02811
125000 1.04024 1.73103 1.25038 0.139309 -2.86658 -4.63535 -2.14781
125500 1.60443 1.11948 0.705711 2.9881 1.55793 3.77512 -3.25551
126000 1.17478 1.1804 2.17893 0.164994 -2.73542 1.521 6.63618
126500 0.679431 0.997894 -0.709653 1.75005 -3.53981 3.31916 1.24514
127000 0.769575 0.767894 1.6203 -0.0794631 -3.03346 -2.2923 5.66403
127500 0.927891 0.566601 -0.163882 2.38095 3.36403 1.42066 -1.21907
128000 1.45668 0.361191 2.61421 1.39465 -2.19844 -6.63147 -2.35749
128500 0.251735 1.65425 0.414763 -1.3138 -0.853169 -0.189211 0.142831
129000 1.28857 0.808983 0.486706 2.57004 -1.80684 -4.09908 -1.33255
129500 0.436989 0.829495 1.15941 -0.677932 -5.8564 9.63294 -1.33299
130000 1.53289 1.24014 0.843003 2.51553 -6.48726 6.95072 0.0562972
130500 0.847522 1.07731 1.02307 0.44219 -3.45948 -1.76899 1.79056
131000 1.27475 0.940232 1.42139 1.46262 -5.62897 -6.42635 -1.09015
131500 0.166192 0.73562 -0.0641064 -0.172937 -2.44364 5.18929 5.08416
132000 1.66038 0.319079 2.52369 2.13838 1.61716 5.05182 1.67379
132500 1.04963 1.43795 0.460242 1.25069 4.47656 6.58394 -4.7534
133000 1.70659 2.47489 1.70353 0.941357 -6.82816 0.188579 -4.3366
133500 -0.300377 -1.20352 -1.2377 1.5401 -1.21787 -0.532903 0.0287394
134000 2.27018 3.52271 2.39347 0.894358 -1.08317 3.40534 -2.64151
134500 0.665578 -0.834923 2.19999 0.631664 0.341928 -14.8394 -2.18027
135000 0.412871 1.21402 -0.484907 0.509497 -1.84807 -2.2189 4.33251
135500 0.626454 0.0222074 0.565894 1.29126 0.132059 10.0205 7.40258
136000 1.76853 2.31501 1.49716 1.49343 3.34219 -2.90937 3.13003
136500 0.392696 0.615574 0.544641 0.0178725 2.374 4.81616 1.74179
137000 1.73772 3.07058 1.73482 0.407751 2.91984 -1.22624 -0.350362
137500 0.883418 -1.00145 0.469892 3.18181 -5.00219 -15.2925 6.24993
138000 1.26306 1.24122 2.44596 0.102008 -1.64803 -8.08007 -0.421407
138500 0.972609 1.61599 0.206873 1.09496 -4.00706 -8.90052 1.24825
139000 0.374835 -0.138186 0.53411 0.728582 1.10705 0.625625 -5.40538
139500 1.40298 1.12416 0.822588 2.2622 1.94327 -3.19377 0.797593
140000 1.45059 2.23144 2.81575 -0.695428 -0.714916 10.9683 -2.09384
140500 1.10145 0.850848 0.369982 2.08351 -0.454107 4.46042 5.56931
141000 0.452533 1.14521 0.511989 -0.299604 -3.01247 0.676717 8.18385
141500 1.14461 -0.555537 1.67753 2.31185 3.00882 1.2514 7.04461
142000 0.587003 0.443456 0.341872 0.975681 -2.65289 2.34055 2.85952
142500 1.2598 1.81142 1.64461 0.323378 1.00781 -6.9543 6.71153
143000 1.00356 1.05889 0.759388 1.1924 5.96872 6.15418 7.0804
143500 0.663077 1.0245 -0.0695192 1.03425 -1.92255 4.163 -0.147073
144000 1.9173 1.80596 1.77894 2.16701 0.818534 6.31006 2.98407
144500 -0.244322 -0.826904 -0.223014 0.316954 -1.10494 -2.87134 5.30661
145000 1.29013 1.73591 2.2232 -0.088716 6.40266 -12.9687 -1.65753
145500 1.11979 1.51043 0.355045 1.4939 -1.80842 1.85834 -2.00402
146000 1.55058 1.45718 1.38411 1.81044 -1.53653 -6.06816 6.72227
146500 0.770164 0.397712 1.48144 0.43134 -4.14784 -1.26954 9.92247
147000 1.1014 1.90674 1.51262 -0.115164 -2.74366 -4.47138 11.7551
147500 0.909786 1.14651 0.048098 1.53475 -1.06102 7.96275 4.84844
148000 1.33037 1.00223 1.13208 1.85681 -0.883893 0.276289 -1.32844
148500 0.221003 0.590423 1.00305 -0.930461 2.36157 0.0871005 0.423523
